silah_ismi,skin_ismi,nadirliği,koleksiyonu,kalitesi,fiyatı
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,Well-Worn,0.83
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,Battle-Scarred,0.8
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,SouvenirFactory New,0.03
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,SouvenirMinimal Wear,0.03
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,SouvenirField-Tested,0.03
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,SouvenirWell-Worn,0.03
Sawed-Off,Parched,Consumer,The 2021 Dust 2 Collection,SouvenirBattle-Scarred,0.03
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,Factory New,0.96
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,Minimal Wear,0.88
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,Field-Tested,0.77
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,Well-Worn,0.79
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,Battle-Scarred,0.77
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,SouvenirFactory New,0.04
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,SouvenirMinimal Wear,0.03
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,SouvenirField-Tested,0.03
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,SouvenirWell-Worn,0.03
R8 Revolver,Desert Brush,Consumer,The 2021 Dust 2 Collection,SouvenirBattle-Scarred,0.03
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,Factory New,547.44
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,Minimal Wear,407.1
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,Field-Tested,329.22
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,Well-Worn,412.43
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,Battle-Scarred,353.55
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,SouvenirFactory New,494.7
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,SouvenirMinimal Wear,324.9
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,SouvenirField-Tested,252.05
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,SouvenirWell-Worn,166.09
Desert Eagle,Fennec Fox,Classified,The 2021 Mirage Collection,SouvenirBattle-Scarred,172.79
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,Factory New,479.0
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,Minimal Wear,364.61
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,Well-Worn,320.0
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,Battle-Scarred,245.03
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,SouvenirFactory New,27.05
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,SouvenirMinimal Wear,15.16
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,SouvenirField-Tested,7.25
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,SouvenirWell-Worn,7.01
MP5-SD,Oxide Oasis,Classified,The 2021 Mirage Collection,SouvenirBattle-Scarred,6.0
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,Factory New,167.0
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,Minimal Wear,89.7
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,Field-Tested,74.19
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,Well-Worn,66.72
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,Battle-Scarred,74.55
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,SouvenirFactory New,51.53
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,SouvenirMinimal Wear,10.76
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,SouvenirField-Tested,3.6
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,SouvenirWell-Worn,3.43
Glock-18,Pink DDPAT,Restricted,The 2021 Mirage Collection,SouvenirBattle-Scarred,2.77
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,Factory New,74.98
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,Minimal Wear,72.0
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,Field-Tested,71.66
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,SouvenirFactory New,2.26
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,SouvenirMinimal Wear,0.87
XM1014,Elegant Vines,Restricted,The 2021 Mirage Collection,SouvenirField-Tested,0.51
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,Factory New,72.65
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,Minimal Wear,70.57
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,Field-Tested,67.94
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,Well-Worn,61.83
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,Battle-Scarred,53.79
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,SouvenirFactory New,5.47
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,SouvenirMinimal Wear,2.96
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,SouvenirField-Tested,2.03
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,SouvenirWell-Worn,2.44
AUG,Sand Storm,Restricted,The 2021 Mirage Collection,SouvenirBattle-Scarred,2.0
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,Factory New,23.2
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,Minimal Wear,20.74
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,Field-Tested,21.09
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,Well-Worn,16.52
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,Battle-Scarred,19.03
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,SouvenirFactory New,10.88
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,SouvenirMinimal Wear,6.87
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,SouvenirField-Tested,2.81
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,SouvenirWell-Worn,3.5
USP-S,Purple DDPAT,Mil-spec,The 2021 Mirage Collection,SouvenirBattle-Scarred,2.38
M249,Humidor,Mil-spec,The 2021 Mirage Collection,Factory New,20.56
M249,Humidor,Mil-spec,The 2021 Mirage Collection,Minimal Wear,19.74
M249,Humidor,Mil-spec,The 2021 Mirage Collection,Field-Tested,17.03
M249,Humidor,Mil-spec,The 2021 Mirage Collection,Well-Worn,18.07
M249,Humidor,Mil-spec,The 2021 Mirage Collection,Battle-Scarred,19.67
M249,Humidor,Mil-spec,The 2021 Mirage Collection,SouvenirFactory New,0.12
M249,Humidor,Mil-spec,The 2021 Mirage Collection,SouvenirMinimal Wear,0.07
M249,Humidor,Mil-spec,The 2021 Mirage Collection,SouvenirField-Tested,0.08
M249,Humidor,Mil-spec,The 2021 Mirage Collection,SouvenirWell-Worn,0.08
M249,Humidor,Mil-spec,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.07
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,Factory New,30.07
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,Minimal Wear,18.68
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,Field-Tested,19.0
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,Well-Worn,19.67
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,Battle-Scarred,21.25
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,SouvenirFactory New,0.8
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,SouvenirMinimal Wear,0.43
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,SouvenirField-Tested,0.14
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,SouvenirWell-Worn,0.21
SG 553,Desert Blossom,Mil-spec,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.17
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,Factory New,20.84
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,Minimal Wear,20.04
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,Field-Tested,19.98
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,Well-Worn,23.0
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,Battle-Scarred,18.34
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,SouvenirFactory New,1.47
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,SouvenirMinimal Wear,0.61
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,SouvenirField-Tested,0.25
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,SouvenirWell-Worn,0.14
MP9,Music Box,Mil-spec,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.17
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,Factory New,4.84
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,Minimal Wear,4.75
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,Field-Tested,4.37
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,Well-Worn,4.0
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,Battle-Scarred,4.23
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,SouvenirFactory New,0.09
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,SouvenirField-Tested,0.03
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,SouvenirWell-Worn,0.04
FAMAS,CaliCamo,Industrial,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.03
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,Factory New,4.96
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,Minimal Wear,4.65
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,Field-Tested,4.56
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,Well-Worn,4.36
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,Battle-Scarred,4.31
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,SouvenirFactory New,0.19
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,SouvenirField-Tested,0.03
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
,Dual Berettas Drift Wood,Industrial,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.04
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,Factory New,4.16
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,Minimal Wear,4.6
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,Field-Tested,4.57
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,Well-Worn,4.02
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,Battle-Scarred,4.42
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,SouvenirFactory New,0.04
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,SouvenirField-Tested,0.03
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,SouvenirWell-Worn,0.04
P90,Verdant Growth,Industrial,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.14
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,Factory New,5.03
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,Minimal Wear,4.43
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,Field-Tested,4.57
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,Well-Worn,4.21
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,Battle-Scarred,3.74
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,SouvenirFactory New,0.03
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,SouvenirMinimal Wear,0.04
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,SouvenirField-Tested,0.03
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
CZ75-Auto,Midnight Palm,Industrial,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.04
P250,Drought,Consumer,The 2021 Mirage Collection,Factory New,0.78
P250,Drought,Consumer,The 2021 Mirage Collection,Minimal Wear,0.69
P250,Drought,Consumer,The 2021 Mirage Collection,Field-Tested,0.66
P250,Drought,Consumer,The 2021 Mirage Collection,Well-Worn,0.64
P250,Drought,Consumer,The 2021 Mirage Collection,SouvenirFactory New,0.03
P250,Drought,Consumer,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
P250,Drought,Consumer,The 2021 Mirage Collection,SouvenirField-Tested,0.03
P250,Drought,Consumer,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,Factory New,0.74
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,Minimal Wear,0.69
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,Field-Tested,0.66
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,Well-Worn,0.57
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,Battle-Scarred,0.58
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,SouvenirFactory New,0.03
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,SouvenirField-Tested,0.03
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
MAG-7,Navy Sheen,Consumer,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.03
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,Factory New,0.72
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,Minimal Wear,0.65
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,Field-Tested,0.72
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,Well-Worn,0.57
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,Battle-Scarred,0.59
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,SouvenirFactory New,0.03
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,SouvenirField-Tested,0.03
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
PP-Bizon,Anolis,Consumer,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.03
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,Factory New,0.73
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,Minimal Wear,0.64
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,Field-Tested,0.65
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,Well-Worn,0.58
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,Battle-Scarred,0.6
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,SouvenirFactory New,0.03
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,SouvenirField-Tested,0.03
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
,SSG 08 Prey,Consumer,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.04
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,Factory New,0.73
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,Minimal Wear,0.6
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,Field-Tested,0.66
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,Well-Worn,0.61
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,Battle-Scarred,0.63
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,SouvenirFactory New,0.03
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,SouvenirMinimal Wear,0.03
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,SouvenirField-Tested,0.03
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,SouvenirWell-Worn,0.03
MAC-10,Sienna Damask,Consumer,The 2021 Mirage Collection,SouvenirBattle-Scarred,0.03
M4A4,The Coalition,Covert,The 2021 Train Collection,Factory New,276.15
M4A4,The Coalition,Covert,The 2021 Train Collection,Minimal Wear,72.36
M4A4,The Coalition,Covert,The 2021 Train Collection,Field-Tested,31.36
M4A4,The Coalition,Covert,The 2021 Train Collection,Well-Worn,16.0
M4A4,The Coalition,Covert,The 2021 Train Collection,Battle-Scarred,17.75
Glock-18,Gamma Doppler,Covert,The 2021 Train Collection,Factory New,100.0
Glock-18,Gamma Doppler,Covert,The 2021 Train Collection,Minimal Wear,230.25
Glock-18,Gamma Doppler,Covert,The 2021 Train Collection,Field-Tested,69.11
Glock-18,Gamma Doppler,Covert,The 2021 Train Collection,Well-Worn,65.85
Glock-18,Gamma Doppler,Covert,The 2021 Train Collection,Battle-Scarred,66.88
USP-S,Whiteout,Classified,The 2021 Train Collection,Factory New,312.2
USP-S,Whiteout,Classified,The 2021 Train Collection,Minimal Wear,60.0
USP-S,Whiteout,Classified,The 2021 Train Collection,Field-Tested,38.07
USP-S,Whiteout,Classified,The 2021 Train Collection,Well-Worn,35.16
USP-S,Whiteout,Classified,The 2021 Train Collection,Battle-Scarred,35.45
FAMAS,Meltdown,Classified,The 2021 Train Collection,Factory New,51.75
FAMAS,Meltdown,Classified,The 2021 Train Collection,Minimal Wear,41.75
FAMAS,Meltdown,Classified,The 2021 Train Collection,Field-Tested,37.98
FAMAS,Meltdown,Classified,The 2021 Train Collection,Well-Worn,37.06
MAC-10,Propaganda,Classified,The 2021 Train Collection,Factory New,52.68
MAC-10,Propaganda,Classified,The 2021 Train Collection,Minimal Wear,43.2
MAC-10,Propaganda,Classified,The 2021 Train Collection,Field-Tested,36.57
MAC-10,Propaganda,Classified,The 2021 Train Collection,Well-Worn,31.76
MAC-10,Propaganda,Classified,The 2021 Train Collection,Battle-Scarred,32.59
AWP,POP AWP,Restricted,The 2021 Train Collection,Factory New,10.9
AWP,POP AWP,Restricted,The 2021 Train Collection,Minimal Wear,8.04
AWP,POP AWP,Restricted,The 2021 Train Collection,Field-Tested,5.95
AWP,POP AWP,Restricted,The 2021 Train Collection,Well-Worn,5.86
Nova,Red Quartz,Restricted,The 2021 Train Collection,Factory New,9.32
Nova,Red Quartz,Restricted,The 2021 Train Collection,Minimal Wear,7.07
Nova,Red Quartz,Restricted,The 2021 Train Collection,Field-Tested,4.98
Nova,Red Quartz,Restricted,The 2021 Train Collection,Well-Worn,5.69
CZ75-Auto,Syndicate,Restricted,The 2021 Train Collection,Factory New,9.84
CZ75-Auto,Syndicate,Restricted,The 2021 Train Collection,Minimal Wear,6.95
CZ75-Auto,Syndicate,Restricted,The 2021 Train Collection,Field-Tested,5.54
CZ75-Auto,Syndicate,Restricted,The 2021 Train Collection,Well-Worn,4.46
CZ75-Auto,Syndicate,Restricted,The 2021 Train Collection,Battle-Scarred,4.76
MP5-SD,Autumn Twilly,Restricted,The 2021 Train Collection,Factory New,9.72
MP5-SD,Autumn Twilly,Restricted,The 2021 Train Collection,Minimal Wear,7.08
MP5-SD,Autumn Twilly,Restricted,The 2021 Train Collection,Field-Tested,5.18
MP5-SD,Autumn Twilly,Restricted,The 2021 Train Collection,Well-Worn,6.31
MP5-SD,Autumn Twilly,Restricted,The 2021 Train Collection,Battle-Scarred,4.16
P2000,Space Race,Restricted,The 2021 Train Collection,Factory New,10.35
P2000,Space Race,Restricted,The 2021 Train Collection,Minimal Wear,6.69
P2000,Space Race,Restricted,The 2021 Train Collection,Field-Tested,5.16
P2000,Space Race,Restricted,The 2021 Train Collection,Well-Worn,3.7
P2000,Space Race,Restricted,The 2021 Train Collection,Battle-Scarred,4.14
R8 Revolver,Blaze,Mil-spec,The 2021 Train Collection,Factory New,1.95
R8 Revolver,Blaze,Mil-spec,The 2021 Train Collection,Minimal Wear,1.94
Desert Eagle,Sputnik,Mil-spec,The 2021 Train Collection,Factory New,2.48
Desert Eagle,Sputnik,Mil-spec,The 2021 Train Collection,Minimal Wear,1.91
Desert Eagle,Sputnik,Mil-spec,The 2021 Train Collection,Field-Tested,1.48
Desert Eagle,Sputnik,Mil-spec,The 2021 Train Collection,Well-Worn,1.54
Desert Eagle,Sputnik,Mil-spec,The 2021 Train Collection,Battle-Scarred,1.36
M4A1-S,Fizzy POP,Mil-spec,The 2021 Train Collection,Factory New,3.3
M4A1-S,Fizzy POP,Mil-spec,The 2021 Train Collection,Minimal Wear,1.72
M4A1-S,Fizzy POP,Mil-spec,The 2021 Train Collection,Field-Tested,1.34
M4A1-S,Fizzy POP,Mil-spec,The 2021 Train Collection,Well-Worn,1.61
M4A1-S,Fizzy POP,Mil-spec,The 2021 Train Collection,Battle-Scarred,1.18
AUG,Amber Fade,Mil-spec,The 2021 Train Collection,Factory New,1.77
AUG,Amber Fade,Mil-spec,The 2021 Train Collection,Minimal Wear,1.26
AUG,Amber Fade,Mil-spec,The 2021 Train Collection,Field-Tested,1.19
AUG,Amber Fade,Mil-spec,The 2021 Train Collection,Well-Worn,1.59
Tec-9,Safety Net,Mil-spec,The 2021 Train Collection,Factory New,2.04
Tec-9,Safety Net,Mil-spec,The 2021 Train Collection,Minimal Wear,1.42
Tec-9,Safety Net,Mil-spec,The 2021 Train Collection,Field-Tested,1.36
Tec-9,Safety Net,Mil-spec,The 2021 Train Collection,Well-Worn,1.25
Tec-9,Safety Net,Mil-spec,The 2021 Train Collection,Battle-Scarred,1.23
,SSG 08 Spring Twilly,Mil-spec,The 2021 Train Collection,Factory New,1.97
,SSG 08 Spring Twilly,Mil-spec,The 2021 Train Collection,Minimal Wear,1.4
,SSG 08 Spring Twilly,Mil-spec,The 2021 Train Collection,Field-Tested,1.51
,SSG 08 Spring Twilly,Mil-spec,The 2021 Train Collection,Well-Worn,1.24
,SSG 08 Spring Twilly,Mil-spec,The 2021 Train Collection,Battle-Scarred,1.24
UMP-45,Full Stop,Mil-spec,The 2021 Train Collection,Factory New,1.75
UMP-45,Full Stop,Mil-spec,The 2021 Train Collection,Minimal Wear,1.5
UMP-45,Full Stop,Mil-spec,The 2021 Train Collection,Field-Tested,1.3
UMP-45,Full Stop,Mil-spec,The 2021 Train Collection,Well-Worn,1.27
UMP-45,Full Stop,Mil-spec,The 2021 Train Collection,Battle-Scarred,1.18
M4A1-S,Imminent Danger,Covert,The 2021 Vertigo Collection,Field-Tested,913.79
M4A1-S,Imminent Danger,Covert,The 2021 Vertigo Collection,Battle-Scarred,759.62
M4A1-S,Imminent Danger,Covert,The 2021 Vertigo Collection,SouvenirField-Tested,883.48
